program,routeOrSite,stationOrPoint,latitude,longitude
glmmp,NY128,A,43.23126389,-77.54054167
glmmp,NY128,B,43.22399722,-77.56855833
glmmp,NY128,C,43.19081111,-77.53065278
glmmp,NY130,A,43.16777778,-77.45416667
glmmp,NY133,A,43.17236111,-77.52858333
glmmp,NY133,B,43.16991667,-77.52780556
glmmp,NY133,C,43.17525,-77.52541667
glmmp,NY136,A,43.03638889,-77.07388889
glmmp,NY136,B,43.06222222,-77.03666667
glmmp,NY138,A,43.27388889,-76.06277778
glmmp,NY138,B,43.39777778,-76.19166667
glmmp,NY139,A,43.380816,-76.651525
glmmp,NY139,B,43.351076,-76.682177
glmmp,NY140,A,43.69809576,-76.18906968
glmmp,NY143,A,43.52491,-76.24122
glmmp,NY144,A,43.118451,-78.43208
glmmp,NY144,B,43.120359,-78.430046
glmmp,NY144,C,43.122297,-78.429731
glmmp,NY144,D,43.124319,-78.429154
glmmp,NY145,A,42.955276,-78.922736
glmmp,NY146,A,42.960003,-78.959428
glmmp,NY147,A,42.847743,-78.772795
glmmp,NY148,A,43.062495,-78.970833
glmmp,NY152,A,42.87221,-78.883766
glmmp,NY152,B,42.874874,-78.885401
glmmp,NY152,C,42.87573,-78.887145
glmmp,NY154,A,42.779714,-78.807258
glmmp,NY155,A,42.847578,-78.772922
glmmp,NY155,B,42.849508,-78.772261
glmmp,NY157,A,42.829167,-78.836944
glmmp,NY158,A,43.09347,-77.376863
glmmp,NY158,B,43.09233,-77.38408
glmmp,NY158,C,43.09157778,-77.37836111
glmmp,NY158,D,43.086617,-77.370278
glmmp,NY160,A,42.968889,-76.258056
glmmp,NY162,A,42.887967,-78.718479
glmmp,NY162,B,42.887967,-78.718479
glmmp,OH001,A,41.13027778,-82.20722222
glmmp,OH002,A,41.18805278,-81.57984167
glmmp,OH002,B,41.24001389,-81.57861944
glmmp,OH003,A,41.09388889,-82.10472222
glmmp,OH003,C,41.10132,-82.08334
glmmp,OH007,A,41.27888889,-82.15944444
glmmp,OH007,B,41.27555556,-82.16138889
glmmp,OH007,C,41.29916667,-82.15305556
glmmp,OH007,D,41.28583333,-82.14861111
glmmp,OH008,A,41.55236389,-81.41766667
glmmp,OH008,B,41.55236389,-81.41766667
glmmp,OH008,C,41.55333333,-81.41883333
glmmp,OH008,D,41.55483333,-81.41716667
glmmp,OH008,E,41.559,-81.41583333
glmmp,OH008,F,41.55783333,-81.41733333
glmmp,OH008,G,41.56033333,-81.47333333
glmmp,OH008,H,41.56233333,-81.42
glmmp,OH009,A,41.76051111,-81.28460556
glmmp,OH009,C,41.75191111,-81.28941389
glmmp,OH009,D,41.74061111,-81.28799167
glmmp,OH009,E,41.73401667,-81.29026111
glmmp,OH010,A,41.73055556,-81.32305556
glmmp,OH010,B,41.72777778,-81.3175
glmmp,OH010,C,41.72694444,-81.32055556
glmmp,OH010,D,41.72638889,-81.33
glmmp,OH011,A,41.84954,-81.00714
glmmp,OH012,A,41.71139722,-81.34693611
glmmp,OH013,A,41.49171389,-81.07434722
glmmp,OH013,C,41.48443,-81.08268
glmmp,OH013,D,41.48776111,-81.10222222
glmmp,OH013,E,41.48718,-81.07903
glmmp,OH015,A,41.63944444,-83.23583333
glmmp,OH016,A,41.67472222,-83.31194444
glmmp,OH016,B,41.67777778,-83.30916667
glmmp,OH016,C,41.68027778,-83.31
glmmp,OH016,D,41.68305556,-83.31
glmmp,OH016,E,41.68638889,-83.30472222
glmmp,OH016,F,41.69027778,-83.31111111
glmmp,OH016,G,41.69361111,-83.31472222
glmmp,OH018,A,41.42972222,-82.09972222
glmmp,OH020,A,41.17166667,-81.29944444
glmmp,OH020,B,41.16916667,-81.30138889
glmmp,OH020,C,41.185,-81.34055556
glmmp,OH020,D,41.18305556,-81.3375
glmmp,OH022,A,41.400027,-81.816724
glmmp,OH024,A,41.68194444,-83.38888889
glmmp,OH024,B,41.68441,-83.35508
glmmp,OH024,C,41.68473,-83.35816
glmmp,OH024,D,41.68489,-83.36231
glmmp,OH025,A,41.38638889,-81.83527778
glmmp,OH026,A,41.38166667,-81.83388889
glmmp,OH026,B,41.38111111,-81.83638889
glmmp,OH026,C,41.38222222,-81.83888889
glmmp,OH026,D,41.38333333,-81.84222222
glmmp,OH027,A,41.63888889,-83.24944444
glmmp,OH027,B,41.64027778,-83.25111111
glmmp,OH027,C,41.6425,-83.25111111
glmmp,OH027,D,41.64444444,-83.25111111
glmmp,OH027,E,41.64611111,-83.24777778
glmmp,OH027,F,41.64777778,-83.24444444
glmmp,OH027,G,41.64908889,-83.24116389
glmmp,OH027,H,41.65047222,-83.23777778
glmmp,OH029,A,41.61496944,-83.19676389
glmmp,OH029,B,41.61642778,-83.20146111
glmmp,OH029,C,41.62044444,-83.20147778
glmmp,OH029,D,41.62376111,-83.20142222
glmmp,OH029,E,41.62745556,-83.20091389
glmmp,OH029,F,41.63158889,-83.19798056
glmmp,OH030,A,41.24333333,-81.55
glmmp,OH031,A,41.29444444,-81.77666667
glmmp,OH031,B,41.29555556,-81.77138889
glmmp,OH031,C,41.29222222,-81.77472222
glmmp,OH032,A,41.31906,-81.80851
glmmp,OH032,B,41.31848,-81.8101
glmmp,OH032,C,41.3161,-81.81079
glmmp,OH032,D,41.31583,-81.80691
glmmp,OH032,E,41.31705,-81.80764
glmmp,OH032,F,41.31892,-81.80712
glmmp,OH032,G,41.32314,-81.80826
glmmp,OH033,A,41.52694444,-82.98555556
glmmp,OH033,B,41.52527778,-82.97722222
glmmp,OH033,C,41.52893528,-82.98162167
glmmp,OH033,D,41.53157639,-82.9867125
glmmp,OH033,E,41.53455,-82.99234139
glmmp,OH033,F,41.53753111,-82.99805417
glmmp,OH033,G,41.53638889,-83.00055556
glmmp,OH033,H,41.534957,-83.00600667
glmmp,OH036,A,41.385407,-82.049225
glmmp,OH036,B,41.385887,-82.05237
glmmp,OH036,C,41.390476,-82.054735
glmmp,OH036,D,41.392417,-82.052971
glmmp,OH036,E,41.392429,-82.049235
glmmp,OH036,F,41.389946,-82.049361
glmmp,OH036,G,41.387945,-82.047114
glmmp,OH037,A,41.61747083,-83.2460125
glmmp,OH037,B,41.61927833,-83.24614778
glmmp,OH037,C,41.62102583,-83.24613667
glmmp,OH037,D,41.62295917,-83.24307083
glmmp,OH037,E,41.62447833,-83.24599222
glmmp,OH037,F,41.62638778,-83.24598667
glmmp,OH037,G,41.62833278,-83.24600611
glmmp,OH037,H,41.63026889,-83.24601333
glmmp,OH038,A,41.29171111,-81.57518056
glmmp,OH039,A,41.72951978,-81.31904304
glmmp,OH039,B,41.7259133,-81.32989421
glmmp,OH039,C,41.7258173,-81.33800969
glmmp,OH039,D,41.7302141,-81.3346056
glmmp,OH040,A,41.68038889,-83.30538889
glmmp,OH040,B,41.69222222,-83.34211111
glmmp,OH040,C,41.68827778,-83.33908333
glmmp,OH040,D,41.68466667,-83.33780556
glmmp,OH040,E,41.68058333,-83.33741667
glmmp,OH040,F,41.67875,-83.332
glmmp,OH040,G,41.67822222,-83.32661111
glmmp,OH040,H,41.67508333,-83.32575
glmmp,OH041,A,41.6132275,-83.22110722
glmmp,OH041,B,41.61706114,-83.22033861
glmmp,OH041,C,41.61784719,-83.21601944
glmmp,OH041,D,41.61868803,-83.2102525
glmmp,OH041,E,41.61899064,-83.20623017
glmmp,OH041,F,41.61834469,-83.20185136
glmmp,OH041,G,41.61480583,-83.20324306
glmmp,OH041,H,41.614885,-83.20895858
glmmp,OH042,A,41.68268333,-83.352
glmmp,OH042,B,41.68486667,-83.3485
glmmp,OH042,C,41.68288333,-83.3485
glmmp,OH042,D,41.67993333,-83.34666667
glmmp,OH043,A,41.69705583,-83.33899139
glmmp,OH043,B,41.69207028,-83.34233139
glmmp,OH043,C,41.68806,-83.33957
glmmp,OH043,D,41.68437,-83.33843
glmmp,OH043,E,41.68044806,-83.33766861
glmmp,OH043,F,41.67875,-83.332
glmmp,OH043,G,41.67801889,-83.32736944
glmmp,OH043,H,41.67494611,-83.3261175
glmmp,OH044,A,41.67775111,-83.32340167
glmmp,OH044,B,41.67502917,-83.31846861
glmmp,OH044,C,41.67530917,-83.31262833
glmmp,OH044,D,41.67712528,-83.30832056
glmmp,OH044,E,41.67597139,-83.30358222
glmmp,OH044,F,41.67552778,-83.29817222
glmmp,OH044,G,41.6759,-83.29312778
glmmp,OH044,H,41.67544444,-83.28783333
glmmp,OH047,A,41.31379444,-81.59023333
glmmp,OH047,B,41.31338056,-81.58744167
glmmp,OH049,A,41.35883889,-81.60648889
glmmp,OH050,A,41.55921389,-81.44302222
glmmp,OH050,B,41.55859722,-81.445725
glmmp,OH050,C,41.55927222,-81.44568333
glmmp,OH050,D,41.56106111,-81.44229444
glmmp,OH050,E,41.56248889,-81.44124722
glmmp,OH051,A,41.540943,-82.824856
glmmp,OH051,B,41.541476,-82.827468
glmmp,OH051,C,41.543182,-82.831201
glmmp,OH051,D,41.545576,-82.832012
glmmp,OH051,E,41.54584,-82.828764
glmmp,OH051,F,41.545749,-82.825635
glmmp,OH051,G,41.543366,-82.825089
glmmp,OH052,A,41.71259444,-81.34727778
glmmp,OH055,A,41.274275,-81.38840556
glmmp,OH055,B,41.27906111,-81.38743056
glmmp,OH055,C,41.28361944,-81.38838333
glmmp,OH055,D,41.28595833,-81.39310556
glmmp,OH056,A,41.307652,-81.383983
glmmp,OH056,B,41.30522,-81.384681
glmmp,OH057,A,41.48694444,-81.57
glmmp,OH057,B,41.48305556,-81.55888889
glmmp,OH057,C,41.48166667,-81.55694444
glmmp,OH058,A,41.88265556,-80.79311111
glmmp,OH059,A,41.64111111,-80.78222222
glmmp,OH063,A,41.90472222,-80.75444444
glmmp,OH064,A,41.21709833,-81.55554611
glmmp,OH065,A,41.36074722,-81.85703056
glmmp,OH065,B,41.3,-81
glmmp,OH065,C,41.3561,-81.85621
glmmp,OH067,A,42.59160444,-83.15820861
glmmp,OH068,A,41.40471222,-82.95885056
glmmp,OH069,A,41.44295,-83.05590139
glmmp,OH070,A,41.37481667,-83.31324389
glmmp,OH071,B,41.60746028,-83.09095861
glmmp,OH071,C,41.60681389,-83.08787778
glmmp,OH071,D,41.6043875,-83.08509944
glmmp,OH072,A,41.143029,-82.238597
glmmp,OH072,B,41.143437,-82.239613
glmmp,OH072,C,41.141393,-82.244666
glmmp,OH072,D,41.14138888,-82.24527777
glmmp,OH073,A,41.27923641,-82.1611492
glmmp,OH073,B,41.29074873,-82.16197435
glmmp,OH073,C,41.29041801,-82.15904253
glmmp,OH073,D,41.28799922,-82.1604089
glmmp,OH073,E,41.28551011,-82.15981548
glmmp,OH079,A,41.02292,-82.234963
glmmp,OH080,A,41.57752301,-83.11255448
glmmp,OH080,B,41.57671,-83.10653
glmmp,OH080,C,41.57314,-83.10697
glmmp,OH080,D,41.57317,-83.10645
glmmp,OH080,E,41.57615,-83.10512
glmmp,OH084,A,41.380101,-81.839102
glmmp,OH085,A,41.417393,-82.601273
glmmp,OH085,B,41.414609,-82.601974
glmmp,OH086,A,41.364269,-82.554964
glmmp,OH087,A,41.380329,-81.840414
glmmp,OH087,B,41.379576,-81.837884
glmmp,OH088,A,41.141667,-81.315833
glmmp,OH088,B,41.142222,-81.3075
glmmp,OH091,A,41.382154,-82.515407
glmmp,OH091,B,41.376389,-82.513944
glmmp,OH091,C,41.376389,-82.513944
glmmp,OH091,D,41.372139,-82.513
glmmp,OH091,E,41.369965,-82.513841
glmmp,OH091,F,41.36925,-82.511861
glmmp,OH092,A,41.440987,-81.186368
glmmp,OH092,B,41.438392,-81.180433
glmmp,OH092,C,41.43323,-81.184463
glmmp,OH093,A,41.183713,-81.649778
glmmp,OH094,A,41.73021,-81.32248
glmmp,OH094,C,41.72745,-81.32622
glmmp,OH094,E,41.72903,-81.32415
glmmp,OH098,A,41.47497,-82.17663
glmmp,OH098,B,41.47777,-82.17755
glmmp,OH098,C,41.47485,-82.17347
glmmp,OH099,A,41.558921,-82.805039
glmmp,OH101,A,41.06331,-81.311
glmmp,OH101,B,41.06492,-81.31098
glmmp,OH101,C,41.0611,-81.32816
glmmp,ON001,A,42.52916667,-82.40277778
glmmp,ON002,A,42.53222222,-82.39277778
glmmp,ON004,A,42.93055556,-79.25
glmmp,ON004,B,42.93388889,-79.24972222
glmmp,ON004,C,42.935,-79.25083333
glmmp,ON004,D,42.93555556,-79.25194444
glmmp,ON005,A,43.26888889,-79.91694444
glmmp,ON005,B,43.26805556,-79.91944444
glmmp,ON005,C,43.26722222,-79.92277778
glmmp,ON005,D,43.27,-79.92527778
glmmp,ON005,E,43.27111111,-79.92638889
glmmp,ON006,A,43.2775,-79.91388889
glmmp,ON006,B,43.29416667,-79.87722222
glmmp,ON006,C,43.29444444,-79.87388889
glmmp,ON006,D,43.29472222,-79.87444444
glmmp,ON006,E,43.29055556,-79.88388889
glmmp,ON007,A,43.6425,-79.48583333
glmmp,ON007,B,43.63833333,-79.47916667
glmmp,ON007,C,43.63583333,-79.47694444
glmmp,ON008,A,43.8115,-79.09480556
glmmp,ON008,B,43.82163889,-79.09433333
glmmp,ON008,C,43.82361111,-79.09433333
glmmp,ON008,D,43.81222222,-79.09388889
glmmp,ON008,E,43.81972222,-79.09666667
glmmp,ON009,A,43.8182801,-79.037304
glmmp,ON009,B,43.825292,-79.039617
glmmp,ON009,C,43.828391,-79.041609
glmmp,ON009,D,43.820891,-79.037972
glmmp,ON009,E,43.82527778,-79.04055556
glmmp,ON009,F,43.82472222,-79.03694444
glmmp,ON010,A,43.95166667,-78.21833333
glmmp,ON010,B,43.95172222,-78.21988889
glmmp,ON010,C,43.95177778,-78.22225
glmmp,ON010,D,43.95202778,-78.22680556
glmmp,ON011,A,43.93055556,-78.37111111
glmmp,ON011,B,43.93222222,-78.36694444
glmmp,ON011,C,43.95083333,-78.27222222
glmmp,ON012,A,45.1725,-74.39111111
glmmp,ON012,B,45.17027778,-74.38833333
glmmp,ON012,C,45.16805556,-74.39055556
glmmp,ON012,D,45.16805556,-74.39388889
glmmp,ON012,E,45.16944444,-74.39666667
glmmp,ON012,F,45.17166667,-74.39833333
glmmp,ON013,A,45.17638889,-74.38
glmmp,ON013,B,45.17444444,-74.38222222
glmmp,ON013,C,45.17277778,-74.38444444
glmmp,ON014,A,45.11638889,-74.51305556
glmmp,ON017,A,44.7277778,-79.84142601
glmmp,ON017,B,44.72787982,-79.84233029
glmmp,ON017,C,44.72763531,-79.8439642
glmmp,ON017,D,44.724905,-79.845434
glmmp,ON018,A,44.71027778,-79.86638889
glmmp,ON018,B,44.71027778,-79.86638889
glmmp,ON018,C,44.70972222,-79.86333333
glmmp,ON018,D,44.705,-79.86833333
glmmp,ON018,E,44.70610146,-79.86547416
glmmp,ON019,A,46.18222222,-82.32055556
glmmp,ON019,B,46.17833333,-82.34277778
glmmp,ON019,C,46.18361111,-82.32972222
glmmp,ON019,D,46.18638889,-82.33222222
glmmp,ON019,E,46.18555556,-82.33694444
glmmp,ON019,F,46.18416667,-82.34138889
glmmp,ON019,G,46.18277778,-82.34888889
glmmp,ON019,H,46.18138889,-82.35722222
glmmp,ON020,A,43.65805556,-79.30833333
glmmp,ON021,A,46.49280556,-84.06258333
glmmp,ON021,B,46.493,-84.06541667
glmmp,ON021,C,46.49405556,-84.06802778
glmmp,ON021,D,46.49405556,-84.07305556
glmmp,ON022,A,46.42055556,-84.10277778
glmmp,ON022,B,46.41388889,-84.10416667
glmmp,ON022,C,46.40083333,-84.11138889
glmmp,ON026,A,42.27277778,-81.85733333
glmmp,ON026,B,42.27488889,-81.87275
glmmp,ON026,C,42.27569444,-81.87083333
glmmp,ON026,D,42.27455556,-81.86966667
glmmp,ON026,E,42.27663889,-81.86863889
glmmp,ON026,F,42.27694444,-81.87158333
glmmp,ON026,G,42.27902778,-81.87047222
glmmp,ON026,H,42.28055556,-81.86936111
glmmp,ON027,A,42.28813889,-81.86647222
glmmp,ON027,B,42.28683333,-81.86591667
glmmp,ON027,C,42.28494444,-81.86786111
glmmp,ON027,D,42.28325,-81.86925
glmmp,ON027,E,42.28111111,-81.86972222
glmmp,ON027,F,42.27905556,-81.87094444
glmmp,ON027,G,42.277,-81.87219444
glmmp,ON028,A,42.28611111,-81.85444444
glmmp,ON029,A,42.26425,-81.94788889
glmmp,ON029,B,42.28827778,-81.93288889
glmmp,ON029,C,42.29733333,-81.92144444
glmmp,ON029,D,42.3005,-81.91605556
glmmp,ON029,E,42.30258333,-81.91613889
glmmp,ON029,F,42.33338889,-81.84544444
glmmp,ON030,A,42.37833333,-82.40166667
glmmp,ON030,B,42.37694444,-82.40388889
glmmp,ON030,C,42.37555556,-82.40611111
glmmp,ON030,D,42.37416667,-82.40777778
glmmp,ON030,E,42.3725,-82.41027778
glmmp,ON030,F,42.37361111,-82.41333333
glmmp,ON030,G,42.37583333,-82.41277778
glmmp,ON031,A,42.36166667,-82.40416667
glmmp,ON031,B,42.36305556,-82.40388889
glmmp,ON031,C,42.36583333,-82.40333333
glmmp,ON031,D,42.36777778,-82.40138889
glmmp,ON031,E,42.36944444,-82.4
glmmp,ON031,F,42.37166667,-82.39888889
glmmp,ON031,G,42.37444444,-82.39888889
glmmp,ON031,H,42.376507,-82.397286
glmmp,ON031,I,42.37111111,-82.39222222
glmmp,ON033,A,42.38416667,-82.40555556
glmmp,ON033,B,42.38277778,-82.40361111
glmmp,ON033,C,42.38138889,-82.40166667
glmmp,ON033,D,42.37972222,-82.4
glmmp,ON033,E,42.37916667,-82.39583333
glmmp,ON033,F,42.38027778,-82.39388889
glmmp,ON033,G,42.38138889,-82.39222222
glmmp,ON034,A,42.59055556,-80.46305556
glmmp,ON034,B,42.59111111,-80.46277778
glmmp,ON034,C,42.59222222,-80.46361111
glmmp,ON034,D,42.59333333,-80.46333333
glmmp,ON034,E,42.59388889,-80.46138889
glmmp,ON034,F,42.59444444,-80.46
glmmp,ON034,G,42.59527778,-80.45916667
glmmp,ON035,A,42.57732222,-80.44513889
glmmp,ON035,B,42.57713889,-80.449
glmmp,ON035,C,42.57677778,-80.45183333
glmmp,ON035,D,42.57644444,-80.45486111
glmmp,ON035,E,42.57627778,-80.45808333
glmmp,ON035,F,42.57589,-80.46107
glmmp,ON035,G,42.57547222,-80.46413889
glmmp,ON035,H,42.576175,-80.46933231
glmmp,ON036,A,42.58861111,-80.44916667
glmmp,ON036,B,42.58944444,-80.45222222
glmmp,ON036,C,42.58972222,-80.45388889
glmmp,ON036,D,42.59,-80.45527778
glmmp,ON036,E,42.59027778,-80.45694444
glmmp,ON036,F,42.59333333,-80.45277778
glmmp,ON036,G,42.5927,-80.4561
glmmp,ON036,H,42.5933,-80.449333
glmmp,ON036,I,42.59116,-80.44758
glmmp,ON037,A,42.56166667,-80.27944444
glmmp,ON037,B,42.56305556,-80.27305556
glmmp,ON037,C,42.56444444,-80.26555556
glmmp,ON037,D,42.56555556,-80.25805556
glmmp,ON037,E,42.56611111,-80.26222222
glmmp,ON037,F,42.56444444,-80.27666667
glmmp,ON037,G,42.56194444,-80.2825
glmmp,ON038,A,42.56416667,-80.13444444
glmmp,ON038,B,42.56222222,-80.13805556
glmmp,ON038,C,42.56027778,-80.14027778
glmmp,ON038,D,42.56138889,-80.14638889
glmmp,ON038,E,42.55555556,-80.16111111
glmmp,ON038,F,42.55694444,-80.15111111
glmmp,ON038,G,42.55666667,-80.13944444
glmmp,ON039,A,42.58083333,-80.42222222
glmmp,ON041,A,42.88277778,-79.58
glmmp,ON041,B,42.88138889,-79.57472222
glmmp,ON041,C,42.88027778,-79.57277778
glmmp,ON041,D,42.87916667,-79.57111111
glmmp,ON041,E,42.87833333,-79.56972222
glmmp,ON042,A,43.8773,-78.8114
glmmp,ON042,B,43.8728,-78.8052
glmmp,ON042,C,43.8701,-78.8073
glmmp,ON042,D,43.872,-78.8154
glmmp,ON042,E,43.8745,-78.8178
glmmp,ON042,F,43.8783,-78.8193
glmmp,ON043,A,43.79686111,-79.11916667
glmmp,ON043,B,43.79788889,-79.12922222
glmmp,ON043,D,43.79558333,-79.11902778
glmmp,ON044,A,43.48462166,-80.600525
glmmp,ON044,B,43.485695,-80.61610333
glmmp,ON044,H,43.48583333,-80.59416667
glmmp,ON045,A,45.14916667,-75.84583333
glmmp,ON045,B,45.15138889,-75.84444444
glmmp,ON045,C,45.15333333,-75.84277778
glmmp,ON045,D,45.1975,-75.82166667
glmmp,ON045,E,45.19722222,-75.82194444
glmmp,ON045,F,45.19888889,-75.82305556
glmmp,ON046,A,43.175,-79.66
glmmp,ON047,A,43.56325,-80.091
glmmp,ON047,B,43.53155556,-80.07722222
glmmp,ON047,C,43.52188889,-80.03963889
glmmp,ON047,D,43.54033333,-79.98325
glmmp,ON047,E,43.59483333,-79.99513889
glmmp,ON047,F,43.62044444,-80.03763889
glmmp,ON049,A,43.5459,-80.2252
glmmp,ON049,B,43.54613889,-80.22433333
glmmp,ON049,C,43.55366667,-80.21355556
glmmp,ON050,B,45.1139,-75.88026111
glmmp,ON054,B,43.95777778,-79.92194444
glmmp,ON054,C,43.94444444,-79.89583333
glmmp,ON054,D,43.90527778,-79.83583333
glmmp,ON054,E,43.90166667,-79.83805556
glmmp,ON054,F,43.90472222,-79.83888889
glmmp,ON055,A,43.25386111,-79.76263056
glmmp,ON055,B,43.25486944,-79.76336944
glmmp,ON055,C,43.25601111,-79.76406111
glmmp,ON055,D,43.25472222,-79.76367778
glmmp,ON055,E,43.25372778,-79.76288333
glmmp,ON056,A,43.61422222,-80.24463889
glmmp,ON056,B,43.60842,-80.20686
glmmp,ON057,A,42.96848168,-80.89596567
glmmp,ON057,B,42.96705204,-80.89838372
glmmp,ON057,C,42.96554972,-80.90013963
glmmp,ON057,D,42.96305556,-80.9
glmmp,ON057,E,42.96305556,-80.89416667
glmmp,ON057,F,42.96527778,-80.89416667
glmmp,ON057,G,42.96698046,-80.89891111
glmmp,ON058,A,44.685,-79.79972222
glmmp,ON058,B,44.71083333,-79.7925
glmmp,ON060,A,43.46615833,-80.05466389
glmmp,ON060,B,43.46635,-80.05733056
glmmp,ON060,C,43.46461389,-80.05735833
glmmp,ON060,D,43.47635556,-80.07943889
glmmp,ON060,E,43.47751,-80.07781
glmmp,ON060,F,43.48872222,-80.06236
glmmp,ON060,H,43.46726,-80.05469
glmmp,ON060,I,43.47812,-80.07694
glmmp,ON061,A,44.21305556,-77.77833333
glmmp,ON061,B,44.21444444,-77.77416667
glmmp,ON064,A,42.17472222,-83.08305556
glmmp,ON065,A,43.562335,-80.2828475
glmmp,ON065,B,43.562322,-80.288809
glmmp,ON065,C,43.562926,-80.292472
glmmp,ON065,D,43.561981,-80.292832
glmmp,ON066,A,44.17333333,-79.53527778
glmmp,ON066,B,44.175057,-79.535246
glmmp,ON066,C,44.177916,-79.534703
glmmp,ON066,D,44.180873,-79.531589
glmmp,ON066,E,44.17916667,-79.52888889
glmmp,ON069,A,44.08194444,-77.34944444
glmmp,ON070,A,44.07972222,-77.34666667
glmmp,ON072,A,44.11138889,-77.34888889
glmmp,ON072,B,44.11194444,-77.34666667
glmmp,ON072,C,44.10583333,-77.34555556
glmmp,ON072,D,44.105,-77.3475
glmmp,ON073,A,43.47361111,-80.22055556
glmmp,ON074,A,44.1,-77.35777778
glmmp,ON075,A,43.8915,-78.6686
glmmp,ON075,B,43.8887,-78.6697
glmmp,ON075,C,43.8905,-78.6713
glmmp,ON075,D,43.8928,-78.6711
glmmp,ON076,A,44.16694444,-77.31194444
glmmp,ON077,A,43.29416667,-79.87722222
glmmp,ON077,B,43.29444444,-79.87388889
glmmp,ON077,C,43.29472222,-79.87444444
glmmp,ON078,A,42.18166667,-83.10527778
glmmp,ON079,A,42.30382,-82.604
glmmp,ON079,B,42.30219,-82.60945
glmmp,ON079,C,42.30055556,-82.61416667
glmmp,ON079,D,42.30126,-82.61973
glmmp,ON079,F,42.30247,-82.61388
glmmp,ON083,A,44.48555556,-78.83138889
glmmp,ON083,B,44.48638889,-78.83361111
glmmp,ON083,C,44.48833333,-78.83277778
glmmp,ON083,D,44.48916667,-78.835
glmmp,ON083,E,44.49166667,-78.83444444
glmmp,ON085,A,44.64833333,-81.06555556
glmmp,ON085,B,44.64944444,-81.0675
glmmp,ON085,C,44.65027778,-81.06833333
glmmp,ON085,D,44.65194444,-81.06694444
glmmp,ON085,E,44.65361111,-81.06472222
glmmp,ON087,A,43.393109,-79.715381
glmmp,ON088,A,45.71666667,-82.16666667
glmmp,ON088,B,45.71441667,-82.16744444
glmmp,ON088,C,45.71269444,-82.16805556
glmmp,ON089,A,45.17944444,-81.40472222
glmmp,ON089,B,45.17916667,-81.40805556
glmmp,ON089,C,45.17638889,-81.41583333
glmmp,ON089,D,45.17416667,-81.41944444
glmmp,ON089,E,45.17166667,-81.42305556
glmmp,ON091,A,43.29886111,-80.35297222
glmmp,ON091,B,43.29433333,-80.35225
glmmp,ON091,C,43.35861111,-80.35077778
glmmp,ON091,D,43.35872222,-80.35469444
glmmp,ON091,H,43.29877778,-80.37366667
glmmp,ON091,J,43.29886111,-80.35297222
glmmp,ON093,A,44.25194444,-79.32527778
glmmp,ON093,B,44.25527778,-79.33333333
glmmp,ON093,C,44.25111111,-79.33222222
glmmp,ON093,D,44.24583333,-79.32888889
glmmp,ON093,E,44.24194444,-79.32916667
glmmp,ON096,A,43.16222222,-79.36944444
glmmp,ON096,B,43.15777778,-79.37361111
glmmp,ON097,A,45.77277778,-82.61833333
glmmp,ON097,B,45.77194444,-82.61555556
glmmp,ON097,C,45.77166667,-82.61333333
glmmp,ON097,D,45.77277778,-82.61305556
glmmp,ON099,A,43.641607,-81.4512431
glmmp,ON099,B,43.617567,-81.45721
glmmp,ON099,C,43.639031,-81.490771
glmmp,ON099,D,43.624808,-81.458096
glmmp,ON100,A,43.95805556,-79.81805556
glmmp,ON100,B,43.951924,-79.81752
glmmp,ON100,C,43.95442,-79.8178
glmmp,ON100,D,43.945912,-79.822144
glmmp,ON100,E,43.93222,-79.79833
glmmp,ON100,H,43.93227,-79.79855
glmmp,ON1000,A,43.31411,-79.90764
glmmp,ON1000,B,43.31257,-79.9081
glmmp,ON1003,A,44.190905,-77.442211
glmmp,ON1004,A,44.403907,-77.72795
glmmp,ON1005,A,44.001119,-77.505163
glmmp,ON1006,A,43.93362,-76.98851
glmmp,ON1007,A,44.103646,-77.54057
glmmp,ON101,A,43.29666667,-80.38444444
glmmp,ON1011,A,44.26283,-76.3831
glmmp,ON1011,B,44.2629,-76.383
glmmp,ON1012,A,44.163078,-77.686528
glmmp,ON1014,D,43.52215,-79.60414
glmmp,ON1015,A,43.779855,-79.735237
glmmp,ON1016,A,43.76423,-79.69871
glmmp,ON1017,A,43.809066,-79.719396
glmmp,ON1018,A,44.241289,-77.288411
glmmp,ON1019,A,44.25775,-77.342958
glmmp,ON102,A,43.49638889,-80.64722222
glmmp,ON1020,A,44.12438,-76.44597
glmmp,ON1020,C,44.12274,-76.44919
glmmp,ON1020,D,44.11975,-76.44919
glmmp,ON1020,E,44.11819,-76.45361
glmmp,ON1020,F,44.11776,-76.45729
glmmp,ON1020,G,44.118637,-76.46006
glmmp,ON1024,A,44.166003,-77.345558
glmmp,ON103,A,43.29472222,-80.35222222
glmmp,ON1031,A,43.16891,-82.02685
glmmp,ON1031,B,43.17198,-82.0244
glmmp,ON1031,C,43.17481,-82.01857
glmmp,ON1037,A,44.912871,-76.033824
glmmp,ON1037,B,44.895556,-76.03333
glmmp,ON1037,C,44.899444,-76.031944
glmmp,ON1037,D,44.8988889,-76.040278
glmmp,ON1037,E,44.891111,-76.037778
glmmp,ON1038,A,43.94453,-79.25779
glmmp,ON1038,B,43.9467,-79.25911
glmmp,ON1038,C,43.94015,-79.25264
glmmp,ON1038,D,43.92157,-79.238
glmmp,ON1038,E,43.91995,-79.23667
