program,routeOrSite,stationOrPoint,latitude,longitude
cwmp,cwmp5775,p1,44.013383,-77.745305
cwmp,cwmp5775,p10,44.01445,-77.738155
cwmp,cwmp5775,p2,44.013817,-77.739473
cwmp,cwmp5775,p3,44.012276,-77.742323
cwmp,cwmp5775,p4,44.013816,-77.732606
cwmp,cwmp5775,p5,44.01189784,-77.73512125
cwmp,cwmp5775,p6,44.010904,-77.738453
cwmp,cwmp5775,p7,44.00964068,-77.73583111
cwmp,cwmp5775,p8,44.00986905,-77.7324941
cwmp,cwmp5775,p9,44.013259,-77.74502
cwmp,cwmp5777,p1,44.031931,-77.676571
cwmp,cwmp5777,p2,44.026685,-77.690685
cwmp,cwmp5777,p3,44.022905,-77.689757
cwmp,cwmp5777,p4,44.0265851,-77.690393
cwmp,cwmp5777,p5,44.026898,-77.687439
cwmp,cwmp5777,p6,44.028439,-77.679947
cwmp,cwmp5778,p1,44.021771,-77.678584
cwmp,cwmp5779,p1,44.022703,-77.669135
cwmp,cwmp5779,p2,44.01929906,-77.66957142
cwmp,cwmp5779,p3,44.02203,-77.670081
cwmp,cwmp5779,p4,44.020124,-77.67188
cwmp,cwmp5782,p1,43.99439,-77.71928
cwmp,cwmp5782,p2,43.994388,-77.7193
cwmp,cwmp5782,p3,43.99804,-77.718377
cwmp,cwmp5782,p4,43.99651319,-77.72175263
cwmp,cwmp5782,p5,43.99953,-77.71871
cwmp,cwmp5782,p6,44.0041,-77.716505
cwmp,cwmp5782,p7,44.00232587,-77.71366853
cwmp,cwmp5782,p8,44.00389,-77.71759
cwmp,cwmp5782,p9,44.00356681,-77.7193922
cwmp,cwmp5785,p1,44.026189,-77.71026
cwmp,cwmp5785,p10,44.02982974,-77.71425585
cwmp,cwmp5785,p11,44.027558,-77.71778941
cwmp,cwmp5785,p12,44.02594423,-77.71558262
cwmp,cwmp5785,p2,44.024704,-77.72286
cwmp,cwmp5785,p3,44.029294,-77.715404
cwmp,cwmp5785,p4,44.028133,-77.707398
cwmp,cwmp5785,p5,44.026004,-77.715575
cwmp,cwmp5785,p6,44.02846458,-77.70699067
cwmp,cwmp5785,p7,44.029233,-77.710433
cwmp,cwmp5785,p8,44.03139037,-77.70391988
cwmp,cwmp5785,p9,44.03295578,-77.69918762
cwmp,cwmp5786,p1,44.03492712,-77.68200162
cwmp,cwmp5786,p2,44.03319759,-77.68230261
cwmp,cwmp5787,p1,44.03509199,-77.66799881
cwmp,cwmp5787,p2,44.034092,-77.671289
cwmp,cwmp5787,p3,44.03326071,-77.67389255
cwmp,cwmp5790,p1,46.391207,-84.12548181
cwmp,cwmp5790,p2,46.38380561,-84.12013398
cwmp,cwmp5790,p3,46.38652998,-84.12044202
cwmp,cwmp5795,p1,43.29498,-79.87447
cwmp,cwmp5795,p2,43.294342,-79.880912
cwmp,cwmp5799,p1,43.51721,-79.60517
cwmp,cwmp5799,p2,43.519324,-79.603106
cwmp,cwmp5801,p1,44.776579,-81.284912
cwmp,cwmp5801,p2,44.77966,-81.291764
cwmp,cwmp5801,p3,44.78903102,-81.294378
cwmp,cwmp5801,p4,44.78680152,-81.29422076
cwmp,cwmp5807,p1,44.145663,-76.449417
cwmp,cwmp5819,p1,44.112855,-77.281902
cwmp,cwmp5819,p2,44.11296402,-77.28359233
cwmp,cwmp5821,p2,42.26384271,-81.93785562
cwmp,cwmp5821,p3,42.266542,-81.938292
cwmp,cwmp5821,p4,42.26871134,-81.93885424
cwmp,cwmp5822,p1,42.33663191,-81.84245531
cwmp,cwmp5822,p2,42.33143815,-81.84477165
cwmp,cwmp5822,p3,42.33906677,-81.84158519
cwmp,cwmp5822,p4,42.33479736,-81.84500719
cwmp,cwmp5822,p5,42.339862,-81.847197
cwmp,cwmp5822,p6,42.332069,-81.847896
cwmp,cwmp5824,p1,42.28922144,-81.93259623
cwmp,cwmp5824,p2,42.29559537,-81.92312954
cwmp,cwmp5824,p3,42.299464,-81.917519
cwmp,cwmp5824,p4,42.29803618,-81.92007694
cwmp,cwmp5824,p5,42.30166814,-81.91554216
cwmp,cwmp5827,p1,42.326261,-81.873476
cwmp,cwmp5828,p1,42.335388,-81.864851
cwmp,cwmp5829,p1,42.333636,-81.859324
cwmp,cwmp5829,p2,42.33351,-81.85912
cwmp,cwmp5830,p1,42.333597,-81.855575
cwmp,cwmp5830,p2,42.33353,-81.85553
cwmp,cwmp5831,p1,42.2771261,-81.87176306
cwmp,cwmp5831,p2,42.27899166,-81.87077332
cwmp,cwmp5831,p3,42.27211,-81.8745
cwmp,cwmp5831,p4,42.28919,-81.86485
cwmp,cwmp5831,p5,42.28779961,-81.86713457
cwmp,cwmp5831,p6,42.28355,-81.86813
cwmp,cwmp5831,p7,42.27500422,-81.86938402
cwmp,cwmp5834,p1,43.794292,-79.119325
cwmp,cwmp5834,p2,43.79754332,-79.12150917
cwmp,cwmp5834,p3,43.797872,-79.126641
cwmp,cwmp5834,p4,43.79569209,-79.12653026
cwmp,cwmp5834,p5,43.79401187,-79.12148903
cwmp,cwmp5834,p6,43.79610331,-79.12271735
cwmp,cwmp5834,p7,43.79681317,-79.12913544
cwmp,cwmp5834,p8,43.79597255,-79.12588687
cwmp,cwmp5835,p1,45.89746194,-82.62436224
cwmp,cwmp5838,p1,45.89783242,-82.57985953
cwmp,cwmp5838,p2,45.8998616,-82.58793633
cwmp,cwmp5840,p1,42.3010447,-82.61204126
cwmp,cwmp5840,p2,42.30029485,-82.6179666
cwmp,cwmp5840,p3,42.302171,-82.609459
cwmp,cwmp5842,p1,45.93970547,-82.22171011
cwmp,cwmp5844,p1,45.07586276,-81.49095727
cwmp,cwmp5844,p2,45.07790602,-81.48433498
cwmp,cwmp5848,p2,45.050091,-81.463884
cwmp,cwmp5848,p3,45.04791272,-81.47191241
cwmp,cwmp5849,p1,45.04758096,-81.46194901
cwmp,cwmp5849,p2,45.051631,-81.457164
cwmp,cwmp5849,p3,45.04927,-81.45872
cwmp,cwmp5849,p4,45.053977,-81.451942
cwmp,cwmp5849,p5,45.045595,-81.463798
cwmp,cwmp5850,p1,46.10624635,-82.14168021
cwmp,cwmp5852,p1,44.000725,-77.83261
cwmp,cwmp5852,p2,44.00080137,-77.83347518
cwmp,cwmp5855,p1,44.15530591,-76.49736386
cwmp,cwmp5856,p1,44.155294,-76.497342
cwmp,cwmp5868,p1,44.11147,-77.34808
cwmp,cwmp5868,p2,44.10592,-77.34705
cwmp,cwmp5868,p3,44.105184,-77.346958
cwmp,cwmp5868,p4,44.10878,-77.39431
cwmp,cwmp5868,p5,44.10339,-77.3523
cwmp,cwmp5868,p6,44.10065,-77.35808
cwmp,cwmp5868,p7,44.10799,-77.34336
cwmp,cwmp5868,p8,44.11224,-77.34225
cwmp,cwmp5869,p1,44.076707,-77.307467
cwmp,cwmp5869,p2,44.074039,-77.309227
cwmp,cwmp5869,p3,44.0743835,-77.30864047
cwmp,cwmp5870,p1,44.115832,-77.387837
cwmp,cwmp5870,p2,44.114731,-77.388209
cwmp,cwmp5870,p3,44.127939,-77.373039
cwmp,cwmp5871,p1,44.1371,-77.3781
cwmp,cwmp5871,p2,44.13747157,-77.35794953
cwmp,cwmp5871,p3,44.12807445,-77.3729979
cwmp,cwmp5872,p1,44.140595,-77.345361
cwmp,cwmp5873,p1,44.1417109,-77.329957
cwmp,cwmp5873,p2,44.142957,-77.326986
cwmp,cwmp5875,p1,44.094476,-77.363228
cwmp,cwmp5875,p2,44.09402,-77.35886
cwmp,cwmp5875,p3,44.08964,-77.33349
cwmp,cwmp5875,p4,44.08731,-77.33622
cwmp,cwmp5875,p5,44.08709,-77.3392
cwmp,cwmp5875,p6,44.08539,-77.3424
cwmp,cwmp5875,p7,44.08301,-77.34109
cwmp,cwmp5875,p8,44.08431,-77.33641
cwmp,cwmp5878,p1,44.3611248,-81.54869073
cwmp,cwmp5878,p2,44.36176392,-81.54193861
cwmp,cwmp5878,p3,44.365809,-81.534064
cwmp,cwmp5878,p4,44.362511,-81.545517
cwmp,cwmp5878,p5,44.361478,-81.541514
cwmp,cwmp588,p1,45.648157,-84.417576
cwmp,cwmp588,p1M,45.648076,-84.417626
cwmp,cwmp588,p2,45.658925,-84.420408
cwmp,cwmp588,p2M,45.658966,-84.420431
cwmp,cwmp588,p3,45.66255,-84.40947
cwmp,cwmp5885,p1,42.81445571,-79.9595362
cwmp,cwmp5885,p2,42.81026032,-79.95826249
cwmp,cwmp5885,p3,42.809961,-79.969129
cwmp,cwmp5885,p4,42.81103229,-79.97512051
cwmp,cwmp5885,p5,42.810276,-79.96526
cwmp,cwmp5885,p6,42.811711,-79.960152
cwmp,cwmp5885,p7,42.816626,-79.961706
cwmp,cwmp589,p1,45.651331,-84.465892
cwmp,cwmp589,p3,45.64952,-84.456459
cwmp,cwmp589,p5,45.652526,-84.45474
cwmp,cwmp589,p7,45.653502,-84.464765
cwmp,cwmp590,p1,45.656193,-84.470912
cwmp,cwmp590,p2,45.65273,-84.47719
cwmp,cwmp591,p1,45.653183,-84.478359
cwmp,cwmp591,p1M,45.653099,-84.478063
cwmp,cwmp591,p2,45.656734,-84.481713
cwmp,cwmp5915,p1,43.153692,-79.334425
cwmp,cwmp592,p1,45.657643,-84.482446
cwmp,cwmp5921,p1,43.91863,-77.04932
cwmp,cwmp5921,p2,43.91894,-77.04915
cwmp,cwmp5921,p3,43.91907,-77.04577
cwmp,cwmp5921,p4,43.91958,-77.04557
cwmp,cwmp5922,p1,43.91032,-77.04514
cwmp,cwmp5922,p2,43.91783,-77.04145
cwmp,cwmp5922,p3,43.91551,-77.03945
cwmp,cwmp5922,p4,43.91504,-77.04027
cwmp,cwmp5922,p5,43.91324,-77.0416
cwmp,cwmp5938,p1,46.184297,-82.35777
cwmp,cwmp5938,p2,46.18576999,-82.34163696
cwmp,cwmp5938,p3,46.18662905,-82.33508592
cwmp,cwmp5941,p1,44.004384,-77.81006
cwmp,cwmp5941,p2,44.00458932,-77.80985372
cwmp,cwmp5941,p3,44.012672,-77.821288
cwmp,cwmp5941,p4,44.005157,-77.817737
cwmp,cwmp5944,p1,46.51818235,-84.1135759
cwmp,cwmp5950,p1,46.335035,-83.88573373
cwmp,cwmp5950,p2,46.328831,-83.879444
cwmp,cwmp5952,p1,44.99429721,-81.38776691
cwmp,cwmp5952,p2,44.98853766,-81.39514902
cwmp,cwmp5952,p3,44.98752656,-81.39337884
cwmp,cwmp5952,p4,44.99770705,-81.3943814
cwmp,cwmp5952,p6,44.98524819,-81.39361697
cwmp,cwmp5953,p1,44.99767578,-81.3720951
cwmp,cwmp5953,p2,44.99488595,-81.37066942
cwmp,cwmp5957,p1,45.95499046,-81.89595935
cwmp,cwmp5957,p2,45.9567,-81.90114
cwmp,cwmp5965,p1,44.730711,-79.740463
cwmp,cwmp5965,p2,44.736765,-79.733357
cwmp,cwmp5965,p3,44.739033,-79.729406
cwmp,cwmp5966,p1,42.01479734,-82.56964266
cwmp,cwmp5966,p2,42.01972674,-82.56124467
cwmp,cwmp5969,p1,44.83185248,-81.3204386
cwmp,cwmp5969,p2,44.82995,-81.3191
cwmp,cwmp5969,p3,44.82773311,-81.31533109
cwmp,cwmp597,p1,45.772726,-84.532844
cwmp,cwmp597,p2,45.775027,-84.536138
cwmp,cwmp597,p3,45.778553,-84.539122
cwmp,cwmp597,p4,45.778051,-84.52569
cwmp,cwmp5970,p1,46.28655718,-83.95456173
cwmp,cwmp5970,p2,46.28988203,-83.95819201
cwmp,cwmp5975,p1,46.15475,-83.8889
cwmp,cwmp5979,p1,42.3215,-82.42955
cwmp,cwmp5979,p2,42.316108,-82.426876
cwmp,cwmp5979,p3,42.314101,-82.446565
cwmp,cwmp5979,p4,42.309139,-82.45231
cwmp,cwmp5979,p5,42.319972,-82.431806
cwmp,cwmp5980,p1,44.70143586,-81.2743347
cwmp,cwmp5981,p1,44.69350481,-81.27765653
cwmp,cwmp5981,p2,44.69102461,-81.27650217
cwmp,cwmp5981,p3,44.68962902,-81.27929117
cwmp,cwmp5988,p1,44.839984,-79.77497
cwmp,cwmp5988,p2,44.851423,-79.800661
cwmp,cwmp5988,p3,44.84498802,-79.79774804
cwmp,cwmp5988,p4,44.853329,-79.790321
cwmp,cwmp5988,p5,44.851479,-79.772057
cwmp,cwmp5988,p6,44.846764,-79.76467
cwmp,cwmp5988,p7,44.84285918,-79.78343871
cwmp,cwmp5988,p8,44.84201998,-79.77799198
cwmp,cwmp5990,p1,43.61431978,-79.38949445
cwmp,cwmp5990,p2,43.61617696,-79.37984445
cwmp,cwmp5990,p3,43.61918696,-79.38354445
cwmp,cwmp5996,p1,46.11321297,-82.14130503
cwmp,cwmp5997,p1,42.30765039,-82.51864029
cwmp,cwmp5997,p2,42.30782499,-82.5157332
cwmp,cwmp5997,p3,42.30528594,-82.51159572
cwmp,cwmp5997,p4,42.307145,-82.514078
cwmp,cwmp5998,p1,44.796512,-79.740465
cwmp,cwmp5998,p2,44.80212,-79.73635
cwmp,cwmp5999,p1,42.243785,-83.083726
cwmp,cwmp5999,p2,42.244332,-83.089007
cwmp,cwmp5999,p3,42.24494772,-83.10559195
cwmp,cwmp5999,p4,42.244136,-83.089352
cwmp,cwmp5999,p6,42.245659,-83.102659
cwmp,cwmp6001,p1,42.67588,-80.361864
cwmp,cwmp6001,p2,42.656398,-80.366574
cwmp,cwmp6001,p3,42.65351,-80.361196
cwmp,cwmp6001,p4,42.66063,-80.37642
cwmp,cwmp6001,p5,42.66227,-80.39048
cwmp,cwmp6002,p1,43.52173,-79.60395
cwmp,cwmp6011,p1,44.75243437,-79.75704275
cwmp,cwmp6020,p1,42.853044,-79.782116
cwmp,cwmp6020,p2,42.845537,-79.775097
cwmp,cwmp6020,p3,42.847368,-79.775538
cwmp,cwmp6020,p4,42.84915,-79.77819
cwmp,cwmp6020,p5,42.850836,-79.779456
cwmp,cwmp6025,p1,43.98222,-77.028149
cwmp,cwmp6025,p2,43.98184421,-77.027072
cwmp,cwmp6025,p3,43.983439,-77.02457861
cwmp,cwmp6029,p1,42.875894,-79.241437
cwmp,cwmp6033,p1,43.982471,-77.573198
cwmp,cwmp6033,p2,43.984781,-77.572324
cwmp,cwmp6033,p3,43.983095,-77.574872
cwmp,cwmp6033,p8,43.98309485,-77.57487243
cwmp,cwmp6034,p1,43.990119,-77.54805
cwmp,cwmp6034,p2,43.990592,-77.547141
cwmp,cwmp6034,p3,43.990879,-77.542739
cwmp,cwmp6035,p1,44.02538,-77.624282
cwmp,cwmp6035,p2,44.02459189,-77.62284441
cwmp,cwmp6035,p3,44.025996,-77.626109
cwmp,cwmp6037,p1,44.01327,-77.60186
cwmp,cwmp6037,p2,44.015611,-77.599233
cwmp,cwmp6037,p3,44.01436,-77.6041
cwmp,cwmp6037,p4,44.01341,-77.60512
cwmp,cwmp6037,p5,44.013838,-77.605829
cwmp,cwmp6037,p6,44.0169,-77.6024
cwmp,cwmp6038,p1,44.033747,-77.609094
cwmp,cwmp6038,p2,44.032721,-77.595989
cwmp,cwmp6038,p3,44.037023,-77.603617
cwmp,cwmp6038,p4,44.03569,-77.606724
cwmp,cwmp6038,p5,44.03563,-77.597151
cwmp,cwmp6038,p6,44.03776783,-77.60163484
cwmp,cwmp6038,p7,44.03631046,-77.59885783
cwmp,cwmp6038,p8,44.03274723,-77.59668457
cwmp,cwmp6039,p1,44.02774,-77.58952
cwmp,cwmp6039,p2,44.026,-77.5922
cwmp,cwmp6040,p1,44.0189,-77.5804
cwmp,cwmp6040,p2,44.032,-77.5705
cwmp,cwmp6040,p3,44.024222,-77.5823
cwmp,cwmp6040,p4,44.02357,-77.57802
cwmp,cwmp6040,p5,44.0244,-77.5824
cwmp,cwmp6040,p6,44.02248,-77.58048
cwmp,cwmp6041,p1,44.014307,-77.570956
cwmp,cwmp6041,p2,44.01405,-77.567769
cwmp,cwmp6041,p3,44.013526,-77.559145
cwmp,cwmp6041,p4,44.01569945,-77.56258934
cwmp,cwmp6041,p5,44.01537582,-77.55961125
cwmp,cwmp6041,p6,44.01413262,-77.5574597
cwmp,cwmp6041,p7,44.01404469,-77.55407743
cwmp,cwmp6041,p8,44.014136,-77.557448
cwmp,cwmp6044,p1,43.94917,-77.33405
cwmp,cwmp6046,p1,43.94432,-77.301819
cwmp,cwmp6046,p2,43.937884,-77.31472
cwmp,cwmp6047,p1,43.96776,-77.279028
cwmp,cwmp6047,p2,43.970404,-77.273072
cwmp,cwmp6047,p3,43.94978,-77.29208
cwmp,cwmp6047,p4,43.951405,-77.289004
cwmp,cwmp6047,p5,43.952198,-77.285926
cwmp,cwmp6047,p6,43.95463,-77.28413
cwmp,cwmp6047,p7,43.955212,-77.28023
cwmp,cwmp6047,p8,43.958885,-77.276433
cwmp,cwmp6048,p1,43.959578,-77.26638
cwmp,cwmp6048,p2,43.959382,-77.26724
cwmp,cwmp6048,p3,43.93192,-77.26075
cwmp,cwmp6048,p4,43.943342,-77.247371
cwmp,cwmp6048,p5,43.942044,-77.253408
cwmp,cwmp6048,p6,43.95293,-77.25987
cwmp,cwmp6048,p7,43.95529,-77.25876
cwmp,cwmp6048,p8,43.959827,-77.246696
cwmp,cwmp6049,p1,43.964121,-77.234654
cwmp,cwmp6049,p2,43.96598657,-77.230156
cwmp,cwmp6050,p1,46.17819442,-84.05155552
cwmp,cwmp6051,p1,46.164732,-84.01885486
cwmp,cwmp6051,p2,46.16649496,-84.02012799
cwmp,cwmp6053,p1,43.887488,-78.676726
cwmp,cwmp6053,p2,43.88771965,-78.6763731
cwmp,cwmp6053,p3,43.88512,-78.679741
cwmp,cwmp6053,p4,43.88364634,-78.6820749
cwmp,cwmp6053,p5,43.885099,-78.67801974
cwmp,cwmp6053,p6,43.88420801,-78.68156084
cwmp,cwmp6053,p7,43.88684571,-78.6806172
cwmp,cwmp6054,p1,42.08455,-82.44492
cwmp,cwmp6054,p1M,42.08651,-82.44247
cwmp,cwmp6054,p2,42.08865,-82.44079
cwmp,cwmp6054,p3,42.09126821,-82.44823415
cwmp,cwmp6054,p3M,42.09127,-82.44822
cwmp,cwmp6054,p4,42.0926,-82.45642
cwmp,cwmp6054,p5,42.08795845,-82.44821018
cwmp,cwmp6054,p6,44.56510596,-88.00444303
cwmp,cwmp6055,p1,42.085357,-82.462351
cwmp,cwmp6055,p2,42.082351,-82.457898
cwmp,cwmp6057,p1,45.91165225,-81.86912904
cwmp,cwmp6061,p1,43.9775,-77.9777
cwmp,cwmp6061,p2,43.9769,-77.9806
cwmp,cwmp6063,p1,42.02086425,-82.77364478
cwmp,cwmp6063,p2,42.01878134,-82.77219546
cwmp,cwmp6063,p3,42.016245,-82.771257
cwmp,cwmp6063,p4,42.0155321,-82.77731412
cwmp,cwmp6065,p1,45.675054,-81.748364
cwmp,cwmp607,p1,46.0216,-84.6923
cwmp,cwmp6073,p1,43.899195,-78.598295
cwmp,cwmp6073,p2,43.899224,-78.59815
cwmp,cwmp6073,p3,43.89888187,-78.59893061
cwmp,cwmp608,p2,46.01191071,-84.53751027
cwmp,cwmp608,p3,46.02841602,-84.55356999
cwmp,cwmp608,p4,46.03252097,-84.56829901
cwmp,cwmp608,p4M,46.03273898,-84.56836296
cwmp,cwmp608,p5,46.031749,-84.56024299
cwmp,cwmp609,p1,45.97064098,-84.52010198
cwmp,cwmp613,p1,46.00887101,-84.459676
cwmp,cwmp613,p2,46.00907897,-84.47301303
cwmp,cwmp614,p1,46.00923998,-84.44826999
cwmp,cwmp614,p2,46.00690202,-84.45177999
cwmp,cwmp615,p1,46.00732002,-84.43414397
cwmp,cwmp616,p1,46.00588999,-84.41567302
cwmp,cwmp617,p1,45.99999583,-84.39186716
cwmp,cwmp617,p1M,46.00086998,-84.39066703
cwmp,cwmp619,p1,45.96987496,-84.38460901
cwmp,cwmp619,p2,45.96423201,-84.38223601
cwmp,cwmp619,p3,45.963237,-84.375777
cwmp,cwmp62,p1,43.26744553,-77.0241969
cwmp,cwmp629,p1,45.98672435,-84.35233072
cwmp,cwmp629,p1M,45.98631003,-84.35115701
cwmp,cwmp63,p1,43.23685393,-76.95813183
cwmp,cwmp630,p1,45.99493995,-84.36261063
cwmp,cwmp630,p2,45.99138603,-84.36301597
cwmp,cwmp632,p1,45.98072098,-84.36294297
cwmp,cwmp635,p1,45.98508803,-84.32075702
cwmp,cwmp636,p1,45.991496,-84.32531401
cwmp,cwmp636,p1M,45.99124203,-84.32551601
cwmp,cwmp637,p1,45.99535,-84.3209
cwmp,cwmp642,p1,45.989829,-84.227952
cwmp,cwmp644,p1,45.97897503,-84.20039004
cwmp,cwmp646,p1,45.98122297,-84.15733597
cwmp,cwmp646,p1M,45.98127401,-84.15690104
cwmp,cwmp646,p2,45.97743301,-84.15007004
cwmp,cwmp651,p1,45.97523997,-83.92957603
cwmp,cwmp658,p1,45.94868,-83.728241
cwmp,cwmp66,p1,43.28491861,-76.90585742
cwmp,cwmp66,p2,43.283374,-76.90635
cwmp,cwmp660,p1,45.95016,-83.64086
cwmp,cwmp661,p1,44.8971,-83.3799
cwmp,cwmp663,p1,45.077,-83.3868
cwmp,cwmp675,p2,45.3456,-83.48035
cwmp,cwmp675,p3,45.34275,-83.48904
cwmp,cwmp677,p1,45.48746,-84.078129
cwmp,cwmp682,p1,45.657364,-84.370627
cwmp,cwmp69,p1,43.295069,-76.842075
cwmp,cwmp696,p1,45.930973,-84.731803
cwmp,cwmp70,p1,43.268636,-76.831008
cwmp,cwmp70,p2,43.279007,-76.828116
cwmp,cwmp700,p1,46.036345,-84.616197
cwmp,cwmp700,p2,46.038765,-84.6225
cwmp,cwmp7019,p1,43.275922,-79.000261
cwmp,cwmp7020,p1,43.75238799,-76.20335503
cwmp,cwmp7020,p2,43.755809,-76.211051
cwmp,cwmp7021,p1,43.697253,-76.193857
cwmp,cwmp7023,p1,43.707886,-76.184467
cwmp,cwmp7024,p1,43.71626,-76.182726
cwmp,cwmp7024,p2,43.72461908,-76.18206105
cwmp,cwmp7025,p1,43.714014,-76.190615
cwmp,cwmp7026,p1,43.302631,-77.727866
cwmp,cwmp7026,p2,43.297292,-77.732685
cwmp,cwmp7026,p3,43.301744,-77.722643
cwmp,cwmp7027,p1,43.2650846,-76.937481
cwmp,cwmp7028,p1,43.244413,-76.974259
cwmp,cwmp7029,p1,43.236853,-76.958142
cwmp,cwmp7030,p1,42.43173282,-87.81032612
cwmp,cwmp7030,p2,42.42987488,-87.81609982
cwmp,cwmp7030,p3,42.44254824,-87.81410761
cwmp,cwmp7030,p4,42.43536461,-87.80986109
cwmp,cwmp7031,p1,45.07837649,-87.09068868
cwmp,cwmp7031,p2,45.08418004,-87.10002
cwmp,cwmp7031,p3,45.08639,-87.10309
cwmp,cwmp7033,p1,44.96343596,-87.77839199
cwmp,cwmp7033,p2,44.96129103,-87.78559397
cwmp,cwmp7033,p3,44.95943301,-87.79801897
cwmp,cwmp7034,p1,46.35123035,-84.11433329
cwmp,cwmp7036,p1,46.40638721,-84.23078634
cwmp,cwmp7036,p2,46.39678046,-84.22784077
cwmp,cwmp7036,p3,46.39238088,-84.22143616
cwmp,cwmp7038,p1,45.910297,-84.736404
cwmp,cwmp7051,p1,43.58397293,-76.19802875
cwmp,cwmp7052,p1,43.304803,-77.71680303
cwmp,cwmp7052,p2,43.31865,-77.714249
cwmp,cwmp7052,p3,43.318621,-77.714226
cwmp,cwmp7052,p4,43.305195,-77.72292
cwmp,cwmp7052,p4M,43.304693,-77.723753
cwmp,cwmp7053,p1,43.173124,-77.525505
cwmp,cwmp7053,p2,43.169449,-77.533283
cwmp,cwmp7054,p1,44.016519,-76.288013
cwmp,cwmp7061,p1,45.798325,-85.509686
cwmp,cwmp7065,p1,44.57712402,-88.01671699
cwmp,cwmp7065,p2,44.570203,-88.01082803
cwmp,cwmp7065,p3,44.56422402,-88.00567903
cwmp,cwmp7066,p1,41.908829,-83.352567
cwmp,cwmp7066,p2,41.906798,-83.345807
cwmp,cwmp7066,p3,41.914484,-83.341347
cwmp,cwmp7067,p1,45.091795,-87.59465296
cwmp,cwmp7068,p1,45.09537701,-87.60779997
cwmp,cwmp7068,p2,45.09456203,-87.60767701
cwmp,cwmp7068,p3,45.09301499,-87.603547
cwmp,cwmp7069,p1,42.796716,-86.106492
cwmp,cwmp7072,p1,41.640828,-83.27155
cwmp,cwmp7072,p2,41.651665,-83.247284
cwmp,cwmp7072,p3,41.641127,-83.263653
cwmp,cwmp7072,p4,41.645862,-83.272786
cwmp,cwmp7072,p5,41.6464,-83.278918
cwmp,cwmp7072,p6,41.653048,-83.274612
cwmp,cwmp7072,p7,41.652904,-83.267176
cwmp,cwmp7072,p8,41.645432,-83.251418
cwmp,cwmp7075,p1,43.350653,-84.038413
cwmp,cwmp7075,p2,43.355448,-84.038648
cwmp,cwmp7075,p3,43.35859,-84.032403
cwmp,cwmp7075,p4,43.361787,-84.025877
cwmp,cwmp7075,p5,43.36277,-84.014816
cwmp,cwmp7075,p6,43.348668,-84.013147
cwmp,cwmp7075,p7,43.362142,-84.020548
cwmp,cwmp7075,p8,43.3567,-84.014279
cwmp,cwmp7078,p1,44.54214298,-88.01788501
cwmp,cwmp7079,p3,43.185654,-86.223642
cwmp,cwmp7079,p4,43.184258,-86.213512
cwmp,cwmp7079,p4M,43.184579,-86.218184
cwmp,cwmp7079,p5,43.186286,-86.208172
cwmp,cwmp718,p1,45.99459797,-84.33136297
cwmp,cwmp719,p1,45.99573799,-84.30138501
cwmp,cwmp72,p1,43.29393502,-76.820304
cwmp,cwmp721,p1,45.99158602,-84.26878
cwmp,cwmp726,p1,45.97154296,-84.17783199
cwmp,cwmp736,p1,45.98411104,-83.85475698
cwmp,cwmp751,p1,45.94369803,-83.617155
cwmp,cwmp751,p2,45.94073,-83.61898
cwmp,cwmp753,p1,45.93776,-83.60268
cwmp,cwmp76,p1,43.299911,-76.781571
cwmp,cwmp76,p2,43.302458,-76.791944
cwmp,cwmp760,p1,43.832479,-83.404408
cwmp,cwmp760,p2,43.834699,-83.407276
cwmp,cwmp761,p1,43.828553,-83.392411
cwmp,cwmp761,p2,43.79876867,-83.42582348
cwmp,cwmp761,p3,43.768998,-83.436727
cwmp,cwmp761,p4,43.72505905,-83.46701265
cwmp,cwmp761,p5,43.70393,-83.48781
cwmp,cwmp770,p1,46.090739,-83.719557
cwmp,cwmp770,p1M,46.09077201,-83.71962796
cwmp,cwmp774,p1,46.08216397,-83.71775603
cwmp,cwmp774,p1M,46.08253302,-83.71629599
cwmp,cwmp776,p1,46.07446667,-83.68543333
cwmp,cwmp777,p1,46.07128501,-83.66495498
cwmp,cwmp777,p2,46.06771,-83.66904
cwmp,cwmp778,p1,46.05880897,-83.66941399
cwmp,cwmp778,p2,46.06220397,-83.67434104
cwmp,cwmp780,p1,46.04814501,-83.687392
cwmp,cwmp781,p1,46.037226,-83.66642
cwmp,cwmp781,p2,46.040207,-83.68012
cwmp,cwmp781,p3,46.034099,-83.673851
cwmp,cwmp781,p3M,46.03464,-83.67543
cwmp,cwmp79,p1,43.322404,-76.758551
cwmp,cwmp79,p2,43.310989,-76.743941
cwmp,cwmp79,p3,43.319018,-76.749515
cwmp,cwmp790,p1,46.12280203,-84.04475704
cwmp,cwmp790,p1M,46.12310797,-84.04573001
cwmp,cwmp790,p3,46.12528098,-84.03848503
cwmp,cwmp790,p3M,46.12543797,-84.03965204
cwmp,cwmp790,p4,46.12051704,-84.05282303
cwmp,cwmp791,p1M,46.17258601,-84.19054599
cwmp,cwmp791,p2,46.17647496,-84.18698704
cwmp,cwmp791,p3,46.16490902,-84.18090303
cwmp,cwmp792,p1,46.20437496,-84.26877103
cwmp,cwmp792,p2,46.20052599,-84.25426598
cwmp,cwmp792,p3,46.20552999,-84.25545604
cwmp,cwmp792,p4,46.207142,-84.24529499
